Iteration, CPU Time, API Time, Total Episodes, Total Steps, Total Reward
0, 0.028970710999999927, 87.77457666397095, 40, 463, 9.35
1, 0.34717149, 162.90639686584473, 60, 2308, 92.25
2, 0.6576135740000002, 204.59155464172363, 80, 4046, 86.9
3, 0.9785809390000002, 329.70358204841614, 100, 4815, 38.45
4, 1.306679658, 468.710330247879, 120, 7153, 116.9
5, 1.6481186589999999, 547.1159496307373, 140, 10540, 169.35
6, 1.977461976, 618.9530975818634, 160, 14824, 214.2
7, 2.312387236, 714.3036601543427, 180, 19375, 227.55
8, 2.655371401, 784.0122699737549, 200, 22014, 131.95
9, 3.037191986, 874.7247343063354, 220, 25814, 190.0
10, 3.344032907, 1023.8104023933411, 240, 27875, 103.05
11, 3.6431912319999995, 1093.5182785987854, 260, 28062, 9.35
12, 3.960631533, 1222.0555818080902, 280, 32638, 228.8
13, 4.292402667, 1285.642310142517, 300, 35751, 155.65
14, 4.603903396, 1355.9133746623993, 320, 38373, 131.1
15, 4.955976997, 1452.8464696407318, 340, 43316, 247.15
16, 5.312384638, 1508.2733702659607, 360, 48257, 247.05
17, 5.684981286999999, 1660.4095714092255, 380, 53465, 260.4
18, 6.046911435, 1739.9496097564697, 400, 59342, 293.85
19, 6.4201111939999995, 1809.5807137489319, 420, 65438, 304.8
20, 6.786367842000001, 1844.6122188568115, 440, 71071, 281.65
21, 7.160953932, 1943.0262215137482, 460, 77581, 325.5
22, 7.510729405999999, 2015.4027376174927, 480, 83894, 315.65
23, 7.8445707250000005, 2103.7234303951263, 500, 89733, 291.95
24, 8.16800624, 2219.2514460086823, 520, 92340, 130.35
25, 8.567734322, 2315.437605381012, 540, 98631, 314.55
26, 8.90311081, 2411.798382997513, 560, 104339, 285.4
27, 9.250596327, 2456.8685603141785, 580, 110370, 301.55
28, 9.583483528, 2539.436984062195, 600, 114264, 194.7
29, 9.941797137, 2587.7373583316803, 620, 120356, 304.6
30, 10.32259418, 2720.388456106186, 640, 127666, 365.5
31, 10.70714647, 2815.994072675705, 660, 135635, 398.45
32, 11.090556443, 2913.3469347953796, 680, 142688, 352.65
33, 11.468219819, 2977.4665117263794, 700, 147793, 255.25
34, 11.853279116, 3042.0853843688965, 720, 154935, 357.1
35, 12.218333938999999, 3135.953550338745, 740, 160284, 267.45
36, 12.570043354, 3173.7889065742493, 760, 164184, 195.0
37, 12.92487933, 3240.4769172668457, 780, 167605, 171.05
38, 13.317103481, 3312.5005009174347, 800, 174570, 348.25
39, 13.690330417, 3376.073145866394, 820, 178390, 191.0
40, 14.105373198, 3434.7966265678406, 840, 183796, 270.3
41, 14.496148679, 3496.578259706497, 860, 191756, 398.0
42, 14.869598092999999, 3599.7185757160187, 880, 200029, 413.65
43, 15.248409268000001, 3692.9723966121674, 900, 207618, 379.45
44, 15.627490059000001, 3790.201772212982, 920, 214735, 355.85
45, 15.993194088000001, 3868.4985983371735, 940, 222074, 366.95
46, 16.372196499, 3958.6426360607147, 960, 229441, 368.35
47, 16.752691895, 4043.781725168228, 980, 238002, 428.05
48, 17.120249165, 4142.072287559509, 1000, 245961, 397.95
49, 17.447885262000003, 4222.892053842545, 1020, 249853, 194.6
50, 17.793452718, 4318.065313100815, 1040, 255868, 300.75
51, 18.114011081, 4447.145039558411, 1060, 257820, 97.6
52, 18.492502057000003, 4504.087350130081, 1080, 265488, 383.4
53, 18.855036855, 4610.393715381622, 1100, 273008, 376.0
54, 19.244495882000002, 4686.565353631973, 1120, 281539, 426.55
55, 19.597055840000003, 4807.131897926331, 1140, 289638, 404.95
56, 19.960144630000002, 4921.45877122879, 1160, 296947, 365.45
57, 20.284389114000003, 4997.22078704834, 1180, 300486, 176.95
58, 20.662623147, 5086.923063278198, 1200, 306208, 286.1
59, 21.034608302000002, 5224.762640476227, 1220, 313657, 372.45
60, 21.395634436, 5299.402986526489, 1240, 318637, 249.0
61, 21.761815165, 5452.3478055000305, 1260, 325989, 367.6
62, 22.138656010000002, 5521.589421749115, 1280, 332611, 331.1
63, 22.512889582000003, 5611.357352733612, 1300, 339973, 368.1
64, 22.888517033000003, 5686.98849439621, 1320, 347078, 355.25
65, 23.270137217000002, 5830.949873447418, 1340, 355400, 416.1
66, 23.626540253, 5892.9867379665375, 1360, 359318, 195.9
67, 24.034017421, 5945.906192302704, 1380, 367377, 402.95
68, 24.434596749, 6053.46809387207, 1400, 374935, 377.9
69, 24.810011034000002, 6151.932973384857, 1420, 383547, 430.6
70, 25.172757274000002, 6189.051718235016, 1440, 387892, 217.25
71, 25.573761617000002, 6235.517433643341, 1460, 396854, 448.1
72, 25.955798123, 6278.573632478714, 1480, 406123, 463.45
73, 26.362438619000002, 6408.797417163849, 1500, 415957, 491.7
74, 26.757497604, 6521.7204303741455, 1520, 424677, 436.0
75, 27.223697945, 6586.790004730225, 1540, 434414, 486.85
76, 27.587374506000003, 6631.768229961395, 1560, 442236, 391.1
77, 27.969174492, 6720.230522632599, 1580, 450674, 421.9
78, 28.357677891, 6825.821758031845, 1600, 460284, 480.5
79, 28.74944298, 6946.782539129257, 1620, 469879, 479.75
80, 29.145099809, 7011.784627199173, 1640, 478669, 439.5
81, 29.524924326, 7102.136318206787, 1660, 486192, 376.15
82, 29.933089204, 7181.927676439285, 1680, 495358, 458.3
83, 30.279166618, 7317.633934259415, 1700, 500888, 276.5
84, 30.638241109000003, 7412.457669019699, 1720, 509946, 452.9
85, 31.020339472, 7486.215929031372, 1740, 519107, 458.05
86, 31.390069065000002, 7554.285152435303, 1760, 528587, 474.0
87, 31.736839505000003, 7665.408569812775, 1780, 537227, 432.0
88, 32.094775606999995, 7729.384294509888, 1800, 545615, 419.4
89, 32.432974519999995, 7798.126900911331, 1820, 551155, 277.0
90, 32.795333864999996, 7849.413146972656, 1840, 560855, 485.0
91, 33.161026123, 7951.215674161911, 1860, 570108, 462.65
92, 33.532257191999996, 8074.525487422943, 1880, 579948, 492.0
93, 33.920903611, 8180.396562337875, 1900, 588755, 440.35
94, 34.277053855, 8253.726062059402, 1920, 598044, 464.45
95, 34.643593855999995, 8369.66992521286, 1940, 607499, 472.75
96, 35.004651672, 8487.039326429367, 1960, 615107, 380.4
97, 35.373394978, 8585.950517654419, 1980, 624805, 484.9
98, 35.751760356, 8675.02797961235, 2000, 634357, 477.6
99, 36.101067737, 8750.16649389267, 2020, 641178, 341.05
100, 36.469614625999995, 8805.880536794662, 2040, 649157, 398.95
101, 36.854413273999995, 8905.972322702408, 2060, 658202, 452.25
102, 37.231249100999996, 8980.771157503128, 2080, 668047, 492.25
103, 37.616333446, 9016.227434873581, 2100, 677656, 480.45
104, 37.978917485, 9111.66893696785, 2120, 686295, 431.95
105, 38.354930425, 9183.594071388245, 2140, 695355, 453.0
106, 38.702467831, 9294.637665987015, 2160, 702847, 374.6
107, 39.074472433, 9437.501941204071, 2180, 712562, 485.75
108, 39.44925732, 9549.630098581314, 2200, 721187, 431.25
109, 39.811314913, 9704.114561319351, 2220, 730944, 487.85
110, 40.176048179999995, 9811.979090213776, 2240, 740265, 466.05
111, 40.537422553, 9852.821095228195, 2260, 749325, 453.0
112, 40.950630661999995, 9910.306025505066, 2280, 757709, 419.2
113, 41.334807780999995, 10008.574592590332, 2300, 767656, 497.35
114, 41.721365653, 10035.052888154984, 2320, 777333, 483.85
115, 42.077521755999996, 10135.15835738182, 2340, 785796, 423.15
116, 42.479630824, 10179.450184106827, 2360, 794690, 444.7
117, 42.851217837, 10272.008143424988, 2380, 802509, 390.95
118, 43.240083524999996, 10340.443752527237, 2400, 812111, 480.1
119, 43.627148418, 10433.461397647858, 2420, 821762, 482.55
120, 44.016160872, 10516.004384040833, 2440, 831412, 482.5
121, 44.408825913, 10630.686344861984, 2460, 841108, 484.8
122, 44.795264182, 10771.312458276749, 2480, 850485, 468.85
123, 45.173799976999994, 10808.255062103271, 2500, 859713, 461.4
124, 45.558247112, 10866.646975278854, 2520, 869656, 497.15
125, 45.936488880999995, 10915.615156412125, 2540, 879299, 482.15
126, 46.28289943, 10965.30830860138, 2560, 884638, 266.95
127, 46.621281231, 11000.182265281677, 2580, 889763, 256.25
128, 47.005044147, 11064.557144403458, 2600, 899200, 471.85
129, 47.354464455999995, 11133.779484272003, 2620, 905706, 325.3
130, 47.75283203, 11225.430057048798, 2640, 914827, 456.05
131, 48.133485252999996, 11321.11197066307, 2660, 922871, 402.2
132, 48.51612288, 11393.645198345184, 2680, 931060, 409.45
133, 48.905007902, 11444.451262235641, 2700, 940840, 489.0
134, 49.301568507999995, 11527.768966913223, 2720, 949770, 446.5
135, 49.721701822, 11599.342316627502, 2740, 959097, 466.35
136, 50.122904356, 11744.533571481705, 2760, 968797, 485.0
137, 50.515907182999996, 11817.814576148987, 2780, 978372, 478.75
138, 50.920787546999996, 11916.738358259201, 2800, 988145, 488.65
139, 51.316209001, 12055.033385753632, 2820, 997691, 477.3
140, 51.736226754, 12101.497138023376, 2840, 1007691, 500.0
141, 52.145776706, 12178.168144226074, 2860, 1017642, 497.55
142, 52.530330439, 12278.39134311676, 2880, 1024043, 320.05
143, 52.960020353, 12392.54720568657, 2900, 1033958, 495.75
144, 53.326580836999995, 12464.878736257553, 2920, 1040790, 341.6
145, 53.705450021, 12574.791127681732, 2940, 1047990, 360.0
146, 54.088772592, 12653.486401796341, 2960, 1057881, 494.55
147, 54.508094854, 12720.044623613358, 2980, 1066626, 437.25
148, 54.882582103, 12843.561066389084, 3000, 1074232, 380.3
149, 55.277209524, 12947.281165838242, 3020, 1084128, 494.8
150, 55.68069912, 13045.907622337341, 3040, 1094128, 500.0
151, 56.093204625, 13193.252313137054, 3060, 1104095, 498.35
152, 56.50076207, 13258.879441261292, 3080, 1113641, 477.3
153, 56.89806348, 13338.546196222305, 3100, 1123235, 479.7
154, 57.283787228, 13459.473163366318, 3120, 1128959, 286.2
155, 57.682158773, 13558.063746929169, 3140, 1137875, 445.8
156, 58.09387441, 13638.13023018837, 3160, 1147649, 488.7
157, 58.482639445, 13797.182214260101, 3180, 1154640, 349.55
158, 58.868822639, 13868.84961271286, 3200, 1162857, 410.85
159, 59.244232724, 14030.116699934006, 3220, 1169654, 339.85
160, 59.625769503, 14112.656750679016, 3240, 1176825, 358.55
161, 60.008797955, 14179.532247543335, 3260, 1184131, 365.3
162, 60.404138875, 14301.606157064438, 3280, 1190868, 336.85
163, 60.835733530999995, 14374.960277318954, 3300, 1200543, 483.75
164, 61.233817025, 14487.095313310623, 3320, 1210446, 495.15
165, 61.604746131, 14583.989639759064, 3340, 1218749, 415.15
166, 61.992819616999995, 14712.689547300339, 3360, 1225703, 347.7
167, 62.385045323, 14813.306114435196, 3380, 1233645, 397.1
168, 62.768997596, 14923.853398323059, 3400, 1241275, 381.5
169, 63.176089823999995, 15023.160112380981, 3420, 1251240, 498.25
170, 63.560644884999995, 15095.046556949615, 3440, 1258733, 374.65
171, 63.953842938, 15194.47713971138, 3460, 1266711, 398.9
172, 64.35524985400001, 15266.788795232773, 3480, 1276060, 467.45
173, 64.749531845, 15319.817292928696, 3500, 1285417, 467.85
174, 65.13943472000001, 15419.592738389969, 3520, 1293988, 428.55
175, 65.54052674900001, 15519.334711313248, 3540, 1303846, 492.9
176, 65.931298147, 15637.4352247715, 3560, 1313060, 460.7
177, 66.30444109300001, 15704.378729104996, 3580, 1320510, 372.5
178, 66.684689073, 15768.317870378494, 3600, 1327516, 350.3
179, 67.064982004, 15942.344299316406, 3620, 1334549, 351.65
180, 67.50409754200001, 16075.57429099083, 3640, 1344469, 496.0
181, 67.872600515, 16205.878996610641, 3660, 1351349, 344.0
182, 68.287133459, 16302.586159467697, 3680, 1360260, 445.55
183, 68.702392806, 16418.053336143494, 3700, 1370260, 500.0
184, 69.109626917, 16500.06846189499, 3720, 1377305, 352.25
185, 69.500994465, 16572.476330041885, 3740, 1384749, 372.2
186, 69.910189403, 16709.495257139206, 3760, 1394738, 499.45
187, 70.318480881, 16856.80474472046, 3780, 1404435, 484.85
188, 70.735978607, 16919.19979786873, 3800, 1414422, 499.35
189, 71.136464036, 17010.49292898178, 3820, 1423319, 444.85
190, 71.551032592, 17084.391031742096, 3840, 1432645, 466.3
191, 71.93016900800001, 17174.61566734314, 3860, 1440258, 380.65
192, 72.300642839, 17258.259695768356, 3880, 1447016, 337.9
193, 72.714771981, 17289.664330005646, 3900, 1456943, 496.35
194, 73.103915341, 17394.022538900375, 3920, 1464265, 366.1
195, 73.51297392500001, 17478.008280038834, 3940, 1473797, 476.6
196, 73.943512936, 17580.95167016983, 3960, 1483105, 465.4
197, 74.34714358800001, 17672.801588773727, 3980, 1492680, 478.75
198, 74.749865842, 17753.244926691055, 4000, 1501883, 460.15
199, 75.14868925100001, 17853.683359146118, 4020, 1510487, 430.2
200, 75.548424456, 17939.637873649597, 4040, 1518472, 399.25
201, 75.982693821, 18053.712602853775, 4060, 1528471, 499.95
202, 76.36065029800001, 18200.543777942657, 4080, 1534598, 306.35
203, 76.762064514, 18294.061737060547, 4100, 1541649, 352.55
204, 77.167737904, 18379.36570429802, 4120, 1548971, 366.1
205, 77.582641838, 18478.804934978485, 4140, 1558913, 497.1
206, 77.978779465, 18611.399420261383, 4160, 1567444, 426.55
207, 78.362410372, 18714.000419855118, 4180, 1577356, 495.6
208, 78.742917844, 18752.012151241302, 4200, 1587002, 482.3
209, 79.084463086, 18857.581840276718, 4220, 1593979, 348.85
210, 79.434495932, 18923.717376232147, 4240, 1601692, 385.65
211, 79.778470737, 19033.026602983475, 4260, 1608633, 347.05
212, 80.150620438, 19148.07257962227, 4280, 1616460, 391.35
213, 80.542446731, 19236.060155391693, 4300, 1623429, 348.45
214, 80.89701097300001, 19357.08585166931, 4320, 1630490, 353.05
215, 81.30003280000001, 19458.251997947693, 4340, 1640405, 495.75
216, 81.686762548, 19547.977230787277, 4360, 1650376, 498.55
217, 82.07104345100001, 19649.043415308, 4380, 1657360, 349.2
218, 82.431438009, 19779.77973794937, 4400, 1664219, 342.95
219, 82.804181111, 19881.217432498932, 4420, 1671214, 349.75
220, 83.18219002900001, 19949.29399895668, 4440, 1680222, 450.4
221, 83.561905905, 20052.20634007454, 4460, 1687816, 379.7
222, 83.927508316, 20137.41858816147, 4480, 1695796, 399.0
223, 84.302557291, 20249.119451522827, 4500, 1704127, 416.55
224, 84.685880494, 20295.404962539673, 4520, 1712647, 426.0
225, 85.067635112, 20404.44451880455, 4540, 1722621, 498.7
226, 85.452050678, 20494.402460098267, 4560, 1732432, 490.55
227, 85.824066282, 20567.705090761185, 4580, 1739425, 349.65
228, 86.186293984, 20642.52427315712, 4600, 1747222, 389.85
229, 86.57374896200001, 20767.0890314579, 4620, 1757117, 494.75
230, 86.93754027600001, 20892.905230522156, 4640, 1764057, 347.0
231, 87.321928152, 21004.891156435013, 4660, 1773371, 465.7
232, 87.736048202, 21115.27350449562, 4680, 1782887, 475.8
233, 88.06949658900001, 21237.04417538643, 4700, 1787733, 242.3
234, 88.45357996300001, 21292.500359535217, 4720, 1797456, 486.15
235, 88.81255132000001, 21362.54429292679, 4740, 1804371, 345.75
236, 89.17325413600001, 21460.795354127884, 4760, 1811371, 350.0
237, 89.536798616, 21573.97885274887, 4780, 1818415, 352.2
238, 89.921575368, 21719.80506515503, 4800, 1828355, 497.0
239, 90.291947034, 21851.507126569748, 4820, 1835594, 361.95
240, 90.698966637, 21984.992969036102, 4840, 1845508, 495.7
241, 91.107029236, 22106.323169469833, 4860, 1852518, 350.5
242, 91.464942038, 22141.652231693268, 4880, 1855746, 161.4
243, 91.909503189, 22259.53733110428, 4900, 1864689, 447.15
244, 92.29963456600001, 22409.69574737549, 4920, 1874625, 496.8
245, 92.69555257, 22547.541231155396, 4940, 1884625, 500.0
246, 93.112773125, 22620.160226345062, 4960, 1894131, 475.3
247, 93.511802345, 22745.19706916809, 4980, 1903515, 469.2
248, 93.91097598500001, 22856.505672454834, 5000, 1913467, 497.6
249, 94.318020356, 22915.977580070496, 5020, 1921174, 385.35
250, 94.776797138, 23002.8727581501, 5040, 1930107, 446.65
251, 95.180507547, 23112.773462057114, 5060, 1939696, 479.45
252, 95.572223631, 23266.15726828575, 5080, 1946520, 341.2
253, 95.958425265, 23402.195120096207, 5100, 1953496, 348.8
254, 96.382289317, 23515.938947200775, 5120, 1963083, 479.35
255, 96.77111396400001, 23587.025042295456, 5140, 1971024, 397.05
256, 97.17345356, 23681.752428293228, 5160, 1977959, 346.75
257, 97.58733762300001, 23767.566357135773, 5180, 1987315, 467.8
258, 97.966701747, 23821.385647773743, 5200, 1995159, 392.2
259, 98.365963824, 23937.951915979385, 5220, 2002128, 348.45
260, 98.75462161700001, 24058.454936265945, 5240, 2009033, 345.25
261, 99.172631128, 24157.086377620697, 5260, 2016173, 357.0
262, 99.586109877, 24249.26113152504, 5280, 2025966, 489.65
263, 99.99661741700001, 24297.00645184517, 5300, 2034893, 446.35
264, 100.386306868, 24417.90749979019, 5320, 2044817, 496.2
265, 100.77062351500001, 24551.18290257454, 5340, 2051838, 351.05
266, 101.16072499100001, 24696.01464366913, 5360, 2061738, 495.0
267, 101.551886756, 24809.04497241974, 5380, 2071691, 497.65
268, 101.97600735900001, 24916.48065185547, 5400, 2081564, 493.65
269, 102.374166809, 25004.7571310997, 5420, 2089890, 416.3
270, 102.76198592, 25085.148974895477, 5440, 2096986, 354.8
271, 103.156796098, 25175.79665660858, 5460, 2105639, 432.65
272, 103.56520901200001, 25302.287069797516, 5480, 2115553, 495.7
273, 103.99024291900001, 25389.16624569893, 5500, 2125005, 472.6
274, 104.40739591900001, 25453.910529851913, 5520, 2134946, 497.05
275, 104.79851737700001, 25535.212946414948, 5540, 2141793, 342.35
276, 105.218894976, 25618.281970739365, 5560, 2151096, 465.15
277, 105.61720207, 25709.241555452347, 5580, 2159845, 437.45
278, 106.008309131, 25838.824012041092, 5600, 2169650, 490.25
279, 106.39087113800001, 25967.876532316208, 5620, 2176529, 343.95
280, 106.771428752, 26045.338570594788, 5640, 2183749, 361.0
281, 107.16192908500001, 26145.874109506607, 5660, 2193749, 500.0
282, 107.52815327600001, 26238.009251594543, 5680, 2200653, 345.2
283, 107.917116451, 26372.39274096489, 5700, 2210489, 491.8
284, 108.31292577100001, 26485.766936063766, 5720, 2220315, 491.3
285, 108.691407259, 26561.819039344788, 5740, 2228185, 393.5
286, 109.110984453, 26642.76121211052, 5760, 2235663, 373.9
287, 109.502539864, 26717.203845500946, 5780, 2244383, 436.0
288, 109.913153361, 26779.264867305756, 5800, 2254091, 485.4
289, 110.29681797500001, 26850.842465400696, 5820, 2260916, 341.25
290, 110.701450526, 26962.09758925438, 5840, 2270916, 500.0
291, 111.09255400400001, 27076.398155212402, 5860, 2279185, 413.45
292, 111.49868666200001, 27165.544444561005, 5880, 2286910, 386.25
293, 111.90794327200001, 27240.750175476074, 5900, 2295749, 441.95
294, 112.32494924400001, 27329.722041368484, 5920, 2305169, 471.0
295, 112.71163354000001, 27425.78820872307, 5940, 2312137, 348.4
296, 113.11511110100001, 27536.65891432762, 5960, 2319540, 370.15
297, 113.506515209, 27657.58269906044, 5980, 2329529, 499.45
298, 113.918692448, 27780.56392931938, 6000, 2339316, 489.35
299, 114.307250881, 27892.105985879898, 6020, 2347865, 427.45
300, 114.69417005800001, 27994.396544218063, 6040, 2355562, 384.85
301, 115.06798852200001, 28071.125915288925, 6060, 2362696, 356.7
302, 115.447040537, 28134.79609489441, 6080, 2369836, 357.0
303, 115.89691020000001, 28188.05658698082, 6100, 2379057, 461.05
304, 116.291901601, 28247.337749242783, 6120, 2388888, 491.55
305, 116.667043245, 28292.900833129883, 6140, 2395583, 334.75
306, 117.069721825, 28377.003893852234, 6160, 2403410, 391.35
307, 117.47481854600001, 28475.793182849884, 6180, 2413342, 496.6
308, 117.88073057700001, 28564.281323432922, 6200, 2422854, 475.6
309, 118.280013193, 28630.696684598923, 6220, 2429553, 334.95
310, 118.684402972, 28676.145308971405, 6240, 2439504, 497.55
311, 119.094797496, 28788.71440267563, 6260, 2448877, 468.65
312, 119.478834119, 28841.805471897125, 6280, 2455259, 319.1
313, 119.892516498, 28934.62344932556, 6300, 2463632, 418.65
314, 120.263007395, 29045.442598104477, 6320, 2470560, 346.4
315, 120.64254644500001, 29106.852305412292, 6340, 2477795, 361.75
316, 121.043178092, 29250.609264612198, 6360, 2486684, 444.45
317, 121.414079055, 29356.078505516052, 6380, 2493804, 356.0
318, 121.789591748, 29475.6194562912, 6400, 2500621, 340.85
319, 122.194973616, 29569.920753479004, 6420, 2510599, 498.9
320, 122.612361843, 29668.7127430439, 6440, 2519174, 428.75
321, 122.98559242500001, 29775.777011156082, 6460, 2526360, 359.3
322, 123.373225733, 29848.465944767, 6480, 2534633, 413.65
323, 123.74653688800001, 29925.88724541664, 6500, 2542261, 381.4
324, 124.142015881, 29976.531933784485, 6520, 2549206, 347.25
325, 124.558268673, 30082.887637853622, 6540, 2559086, 494.0
326, 124.95538862400001, 30198.38660478592, 6560, 2567698, 430.6
327, 125.367759604, 30263.85548233986, 6580, 2577299, 480.05
328, 125.801104941, 30385.428058862686, 6600, 2587286, 499.35
329, 126.17175935, 30490.63040995598, 6620, 2594283, 349.85
330, 126.62309547200002, 30580.554936885834, 6640, 2604185, 495.1
331, 127.02733206900001, 30684.584296941757, 6660, 2613772, 479.35
332, 127.39949639299999, 30762.149460315704, 6680, 2620686, 345.7
333, 127.77834907100001, 30883.46528315544, 6700, 2628694, 400.4
334, 128.163627072, 30968.121810674667, 6720, 2635830, 356.8
335, 128.566551234, 31051.463158130646, 6740, 2644439, 430.45
336, 128.960550843, 31141.67858815193, 6760, 2652554, 405.75
337, 129.407905567, 31249.01377248764, 6780, 2661925, 468.55
338, 129.831127376, 31349.481731176376, 6800, 2670953, 451.4
339, 130.232862106, 31424.93197441101, 6820, 2678671, 385.9
340, 130.638595293, 31510.301741838455, 6840, 2688671, 500.0
341, 131.021886484, 31647.734061956406, 6860, 2695580, 345.45
342, 131.450205749, 31797.07384967804, 6880, 2704058, 423.9
343, 131.89022590800002, 31904.551750183105, 6900, 2713532, 473.7
